run_idx,step,action,new_item,score,inventory_size,ingredients,final_reward,domain
21,7,"('frame', '[paint]-[[scissors]-[[pen]-[paper]]]')","('[frame]-[[paint]-[[scissors]-[[pen]-[paper]]]]', 80)",100,8,"[('buttons', 0), ('pinecone', 0), ('[scissors]-[[paint]-[[thread]-[[scissors]-[feather]]]]', 100), ('[frame]-[[paint]-[[scissors]-[[pen]-[paper]]]]', 80)]",145,decorations
21,8,"('[scissors]-[[paint]-[[thread]-[[scissors]-[feather]]]]', '[frame]-[[paint]-[[scissors]-[[pen]-[paper]]]]')","('[[scissors]-[[paint]-[[thread]-[[scissors]-[feather]]]]]-[[frame]-[[paint]-[[scissors]-[[pen]-[paper]]]]]', 145)",145,7,"[('buttons', 0), ('pinecone', 0), ('[[scissors]-[[paint]-[[thread]-[[scissors]-[feather]]]]]-[[frame]-[[paint]-[[scissors]-[[pen]-[paper]]]]]', 145)]",145,decorations
21,9,"('frame', '[[scissors]-[[paint]-[[thread]-[[scissors]-[feather]]]]]-[[frame]-[[paint]-[[scissors]-[[pen]-[paper]]]]]')","('[frame]-[[[scissors]-[[paint]-[[thread]-[[scissors]-[feather]]]]]-[[frame]-[[paint]-[[scissors]-[[pen]-[paper]]]]]]', 145)",145,7,"[('buttons', 0), ('pinecone', 0), ('[frame]-[[[scissors]-[[paint]-[[thread]-[[scissors]-[feather]]]]]-[[frame]-[[paint]-[[scissors]-[[pen]-[paper]]]]]]', 145)]",145,decorations
21,10,"('scissors', '[frame]-[[[scissors]-[[paint]-[[thread]-[[scissors]-[feather]]]]]-[[frame]-[[paint]-[[scissors]-[[pen]-[paper]]]]]]')","('[scissors]-[[frame]-[[[scissors]-[[paint]-[[thread]-[[scissors]-[feather]]]]]-[[frame]-[[paint]-[[scissors]-[[pen]-[paper]]]]]]]', 145)",145,7,"[('buttons', 0), ('pinecone', 0), ('[scissors]-[[frame]-[[[scissors]-[[paint]-[[thread]-[[scissors]-[feather]]]]]-[[frame]-[[paint]-[[scissors]-[[pen]-[paper]]]]]]]', 145)]",145,decorations
21,11,"('pen', 'buttons')","('[pen]-[buttons]', 20)",145,7,"[('pinecone', 0), ('[scissors]-[[frame]-[[[scissors]-[[paint]-[[thread]-[[scissors]-[feather]]]]]-[[frame]-[[paint]-[[scissors]-[[pen]-[paper]]]]]]]', 145), ('[pen]-[buttons]', 20)]",145,decorations
21,12,"('frame', '[scissors]-[[frame]-[[[scissors]-[[paint]-[[thread]-[[scissors]-[feather]]]]]-[[frame]-[[paint]-[[scissors]-[[pen]-[paper]]]]]]]')","('[scissors]-[[frame]-[[[scissors]-[[paint]-[[thread]-[[scissors]-[feather]]]]]-[[frame]-[[paint]-[[scissors]-[[pen]-[paper]]]]]]]', 145)",145,7,"[('pinecone', 0), ('[pen]-[buttons]', 20), ('[scissors]-[[frame]-[[[scissors]-[[paint]-[[thread]-[[scissors]-[feather]]]]]-[[frame]-[[paint]-[[scissors]-[[pen]-[paper]]]]]]]', 145)]",145,decorations
21,13,,,145,7,"[('pinecone', 0), ('[pen]-[buttons]', 20), ('[scissors]-[[frame]-[[[scissors]-[[paint]-[[thread]-[[scissors]-[feather]]]]]-[[frame]-[[paint]-[[scissors]-[[pen]-[paper]]]]]]]', 145)]",145,decorations
22,0,"('pen', 'yarn')","('[pen]-[yarn]', 20)",20,9,"[('rock', 0), ('feather', 0), ('bark', 0), ('paper', 0), ('[pen]-[yarn]', 20)]",150,decorations
22,1,"('scissors', '[pen]-[yarn]')","('[scissors]-[[pen]-[yarn]]', 40)",40,9,"[('rock', 0), ('feather', 0), ('bark', 0), ('paper', 0), ('[scissors]-[[pen]-[yarn]]', 40)]",150,decorations
22,2,"('feather', '[scissors]-[[pen]-[yarn]]')","('[feather]-[[scissors]-[[pen]-[yarn]]]', 70)",70,8,"[('rock', 0), ('bark', 0), ('paper', 0), ('[feather]-[[scissors]-[[pen]-[yarn]]]', 70)]",150,decorations
22,3,"('scissors', '[feather]-[[scissors]-[[pen]-[yarn]]]')","('[scissors]-[[feather]-[[scissors]-[[pen]-[yarn]]]]', 90)",90,8,"[('rock', 0), ('bark', 0), ('paper', 0), ('[scissors]-[[feather]-[[scissors]-[[pen]-[yarn]]]]', 90)]",150,decorations
22,4,"('paint', '[scissors]-[[feather]-[[scissors]-[[pen]-[yarn]]]]')","('[paint]-[[scissors]-[[feather]-[[scissors]-[[pen]-[yarn]]]]]', 120)",120,8,"[('rock', 0), ('bark', 0), ('paper', 0), ('[paint]-[[scissors]-[[feather]-[[scissors]-[[pen]-[yarn]]]]]', 120)]",150,decorations
22,5,"('pen', 'paper')","('[pen]-[paper]', 20)",120,8,"[('rock', 0), ('bark', 0), ('[paint]-[[scissors]-[[feather]-[[scissors]-[[pen]-[yarn]]]]]', 120), ('[pen]-[paper]', 20)]",150,decorations
22,6,"('frame', '[pen]-[paper]')","('[frame]-[[pen]-[paper]]', 45)",120,8,"[('rock', 0), ('bark', 0), ('[paint]-[[scissors]-[[feather]-[[scissors]-[[pen]-[yarn]]]]]', 120), ('[frame]-[[pen]-[paper]]', 45)]",150,decorations
22,7,"('[paint]-[[scissors]-[[feather]-[[scissors]-[[pen]-[yarn]]]]]', '[frame]-[[pen]-[paper]]')","('[[paint]-[[scissors]-[[feather]-[[scissors]-[[pen]-[yarn]]]]]]-[[frame]-[[pen]-[paper]]]', 130)",130,7,"[('rock', 0), ('bark', 0), ('[[paint]-[[scissors]-[[feather]-[[scissors]-[[pen]-[yarn]]]]]]-[[frame]-[[pen]-[paper]]]', 130)]",150,decorations
22,8,"('scissors', '[[paint]-[[scissors]-[[feather]-[[scissors]-[[pen]-[yarn]]]]]]-[[frame]-[[pen]-[paper]]]')","('[scissors]-[[[paint]-[[scissors]-[[feather]-[[scissors]-[[pen]-[yarn]]]]]]-[[frame]-[[pen]-[paper]]]]', 150)",150,7,"[('rock', 0), ('bark', 0), ('[scissors]-[[[paint]-[[scissors]-[[feather]-[[scissors]-[[pen]-[yarn]]]]]]-[[frame]-[[pen]-[paper]]]]', 150)]",150,decorations
22,9,"('frame', '[scissors]-[[[paint]-[[scissors]-[[feather]-[[scissors]-[[pen]-[yarn]]]]]]-[[frame]-[[pen]-[paper]]]]')","('[frame]-[[scissors]-[[[paint]-[[scissors]-[[feather]-[[scissors]-[[pen]-[yarn]]]]]]-[[frame]-[[pen]-[paper]]]]]', 150)",150,7,"[('rock', 0), ('bark', 0), ('[frame]-[[scissors]-[[[paint]-[[scissors]-[[feather]-[[scissors]-[[pen]-[yarn]]]]]]-[[frame]-[[pen]-[paper]]]]]', 150)]",150,decorations
22,10,,,150,7,"[('rock', 0), ('bark', 0), ('[frame]-[[scissors]-[[[paint]-[[scissors]-[[feather]-[[scissors]-[[pen]-[yarn]]]]]]-[[frame]-[[pen]-[paper]]]]]', 150)]",150,decorations
23,0,"('scissors', 'newspaper')","('[scissors]-[newspaper]', 20)",20,9,"[('glitter', 0), ('pinecone', 0), ('yarn', 0), ('flower', 0), ('[scissors]-[newspaper]', 20)]",180,decorations
23,1,"('pen', '[scissors]-[newspaper]')","('[pen]-[[scissors]-[newspaper]]', 40)",40,9,"[('glitter', 0), ('pinecone', 0), ('yarn', 0), ('flower', 0), ('[pen]-[[scissors]-[newspaper]]', 40)]",180,decorations
23,2,"('flower', '[pen]-[[scissors]-[newspaper]]')","('[flower]-[[pen]-[[scissors]-[newspaper]]]', 70)",70,8,"[('glitter', 0), ('pinecone', 0), ('yarn', 0), ('[flower]-[[pen]-[[scissors]-[newspaper]]]', 70)]",180,decorations
23,3,"('paint', '[flower]-[[pen]-[[scissors]-[newspaper]]]')","('[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]', 100)",100,8,"[('glitter', 0), ('pinecone', 0), ('yarn', 0), ('[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]', 100)]",180,decorations
23,4,"('scissors', '[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]')","('[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]', 120)",120,8,"[('glitter', 0), ('pinecone', 0), ('yarn', 0), ('[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]', 120)]",180,decorations
23,5,"('pen', 'yarn')","('[pen]-[yarn]', 20)",120,8,"[('glitter', 0), ('pinecone', 0), ('[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]', 120), ('[pen]-[yarn]', 20)]",180,decorations
23,6,"('frame', '[pen]-[yarn]')","('[frame]-[[pen]-[yarn]]', 45)",120,8,"[('glitter', 0), ('pinecone', 0), ('[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]', 120), ('[frame]-[[pen]-[yarn]]', 45)]",180,decorations
23,7,"('[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]', '[frame]-[[pen]-[yarn]]')","('[[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]]-[[frame]-[[pen]-[yarn]]]', 130)",130,7,"[('glitter', 0), ('pinecone', 0), ('[[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]]-[[frame]-[[pen]-[yarn]]]', 130)]",180,decorations
23,8,"('scissors', '[[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]]-[[frame]-[[pen]-[yarn]]]')","('[scissors]-[[[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]]-[[frame]-[[pen]-[yarn]]]]', 150)",150,7,"[('glitter', 0), ('pinecone', 0), ('[scissors]-[[[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]]-[[frame]-[[pen]-[yarn]]]]', 150)]",180,decorations
23,9,"('pen', 'glitter')","('[pen]-[glitter]', 20)",150,7,"[('pinecone', 0), ('[scissors]-[[[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]]-[[frame]-[[pen]-[yarn]]]]', 150), ('[pen]-[glitter]', 20)]",180,decorations
23,10,"('frame', '[pen]-[glitter]')","('[frame]-[[pen]-[glitter]]', 45)",150,7,"[('pinecone', 0), ('[scissors]-[[[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]]-[[frame]-[[pen]-[yarn]]]]', 150), ('[frame]-[[pen]-[glitter]]', 45)]",180,decorations
23,11,"('frame', 'pinecone')","('[frame]-[pinecone]', 25)",150,7,"[('[scissors]-[[[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]]-[[frame]-[[pen]-[yarn]]]]', 150), ('[frame]-[[pen]-[glitter]]', 45), ('[frame]-[pinecone]', 25)]",180,decorations
23,12,"('[scissors]-[[[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]]-[[frame]-[[pen]-[yarn]]]]', '[frame]-[[pen]-[glitter]]')","('[[scissors]-[[[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]]-[[frame]-[[pen]-[yarn]]]]]-[[frame]-[[pen]-[glitter]]]', 160)",160,6,"[('[frame]-[pinecone]', 25), ('[[scissors]-[[[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]]-[[frame]-[[pen]-[yarn]]]]]-[[frame]-[[pen]-[glitter]]]', 160)]",180,decorations
23,13,"('frame', '[[scissors]-[[[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]]-[[frame]-[[pen]-[yarn]]]]]-[[frame]-[[pen]-[glitter]]]')","('[frame]-[[[scissors]-[[[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]]-[[frame]-[[pen]-[yarn]]]]]-[[frame]-[[pen]-[glitter]]]]', 160)",160,6,"[('[frame]-[pinecone]', 25), ('[frame]-[[[scissors]-[[[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]]-[[frame]-[[pen]-[yarn]]]]]-[[frame]-[[pen]-[glitter]]]]', 160)]",180,decorations
23,14,"('scissors', '[frame]-[[[scissors]-[[[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]]-[[frame]-[[pen]-[yarn]]]]]-[[frame]-[[pen]-[glitter]]]]')","('[scissors]-[[frame]-[[[scissors]-[[[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]]-[[frame]-[[pen]-[yarn]]]]]-[[frame]-[[pen]-[glitter]]]]]', 180)",180,6,"[('[frame]-[pinecone]', 25), ('[scissors]-[[frame]-[[[scissors]-[[[scissors]-[[paint]-[[flower]-[[pen]-[[scissors]-[newspaper]]]]]]-[[frame]-[[pen]-[yarn]]]]]-[[frame]-[[pen]-[glitter]]]]]', 180)]",180,decorations
24,0,"('thread', 'sunflower')","('[sunflower]-[thread]', 30)",30,8,"[('bark', 0), ('rock', 0), ('buttons', 0), ('[sunflower]-[thread]', 30)]",115,decorations
24,1,"('scissors', '[sunflower]-[thread]')","('[scissors]-[[sunflower]-[thread]]', 70)",70,8,"[('bark', 0), ('rock', 0), ('buttons', 0), ('[scissors]-[[sunflower]-[thread]]', 70)]",115,decorations
24,2,"('paint', '[scissors]-[[sunflower]-[thread]]')","('[paint]-[[scissors]-[[sunflower]-[thread]]]', 100)",100,8,"[('bark', 0), ('rock', 0), ('buttons', 0), ('[paint]-[[scissors]-[[sunflower]-[thread]]]', 100)]",115,decorations
24,3,"('pen', 'buttons')","('[pen]-[buttons]', 20)",100,8,"[('bark', 0), ('rock', 0), ('[paint]-[[scissors]-[[sunflower]-[thread]]]', 100), ('[pen]-[buttons]', 20)]",115,decorations
24,4,"('paint', '[pen]-[buttons]')","('[paint]-[[pen]-[buttons]]', 35)",100,8,"[('bark', 0), ('rock', 0), ('[paint]-[[scissors]-[[sunflower]-[thread]]]', 100), ('[paint]-[[pen]-[buttons]]', 35)]",115,decorations
24,5,"('frame', '[paint]-[[pen]-[buttons]]')","('[frame]-[[paint]-[[pen]-[buttons]]]', 60)",100,8,"[('bark', 0), ('rock', 0), ('[paint]-[[scissors]-[[sunflower]-[thread]]]', 100), ('[frame]-[[paint]-[[pen]-[buttons]]]', 60)]",115,decorations
24,6,"('frame', 'rock')","('[frame]-[rock]', 25)",100,8,"[('bark', 0), ('[paint]-[[scissors]-[[sunflower]-[thread]]]', 100), ('[frame]-[[paint]-[[pen]-[buttons]]]', 60), ('[frame]-[rock]', 25)]",115,decorations
24,7,"('[frame]-[[paint]-[[pen]-[buttons]]]', '[frame]-[rock]')","('[[frame]-[rock]]-[[frame]-[[paint]-[[pen]-[buttons]]]]', 115)",115,7,"[('bark', 0), ('[paint]-[[scissors]-[[sunflower]-[thread]]]', 100), ('[[frame]-[rock]]-[[frame]-[[paint]-[[pen]-[buttons]]]]', 115)]",115,decorations
24,8,"('scissors', '[paint]-[[scissors]-[[sunflower]-[thread]]]')","('[scissors]-[[paint]-[[scissors]-[[sunflower]-[thread]]]]', 100)",115,7,"[('bark', 0), ('[[frame]-[rock]]-[[frame]-[[paint]-[[pen]-[buttons]]]]', 115), ('[scissors]-[[paint]-[[scissors]-[[sunflower]-[thread]]]]', 100)]",115,decorations
24,9,"('paint', 'bark')","('[paint]-[bark]', 15)",115,7,"[('[[frame]-[rock]]-[[frame]-[[paint]-[[pen]-[buttons]]]]', 115), ('[scissors]-[[paint]-[[scissors]-[[sunflower]-[thread]]]]', 100), ('[paint]-[bark]', 15)]",115,decorations
24,10,"('frame', '[[frame]-[rock]]-[[frame]-[[paint]-[[pen]-[buttons]]]]')","('[frame]-[[[frame]-[rock]]-[[frame]-[[paint]-[[pen]-[buttons]]]]]', 115)",115,7,"[('[scissors]-[[paint]-[[scissors]-[[sunflower]-[thread]]]]', 100), ('[paint]-[bark]', 15), ('[frame]-[[[frame]-[rock]]-[[frame]-[[paint]-[[pen]-[buttons]]]]]', 115)]",115,decorations
24,11,,,115,7,"[('[scissors]-[[paint]-[[scissors]-[[sunflower]-[thread]]]]', 100), ('[paint]-[bark]', 15), ('[frame]-[[[frame]-[rock]]-[[frame]-[[paint]-[[pen]-[buttons]]]]]', 115)]",115,decorations
25,0,"('scissors', 'feather')","('[scissors]-[feather]', 20)",20,9,"[('thread', 0), ('beads', 0), ('acorn', 0), ('glitter', 0), ('[scissors]-[feather]', 20)]",135,decorations
25,1,"('frame', '[scissors]-[feather]')","('[frame]-[[scissors]-[feather]]', 45)",45,9,"[('thread', 0), ('beads', 0), ('acorn', 0), ('glitter', 0), ('[frame]-[[scissors]-[feather]]', 45)]",135,decorations
25,2,"('glitter', '[frame]-[[scissors]-[feather]]')","('[glitter]-[[frame]-[[scissors]-[feather]]]', 75)",75,8,"[('thread', 0), ('beads', 0), ('acorn', 0), ('[glitter]-[[frame]-[[scissors]-[feather]]]', 75)]",135,decorations
25,3,"('paint', '[glitter]-[[frame]-[[scissors]-[feather]]]')","('[paint]-[[glitter]-[[frame]-[[scissors]-[feather]]]]', 105)",105,8,"[('thread', 0), ('beads', 0), ('acorn', 0), ('[paint]-[[glitter]-[[frame]-[[scissors]-[feather]]]]', 105)]",135,decorations
25,4,"('scissors', '[paint]-[[glitter]-[[frame]-[[scissors]-[feather]]]]')","('[scissors]-[[paint]-[[glitter]-[[frame]-[[scissors]-[feather]]]]]', 125)",125,8,"[('thread', 0), ('beads', 0), ('acorn', 0), ('[scissors]-[[paint]-[[glitter]-[[frame]-[[scissors]-[feather]]]]]', 125)]",135,decorations
25,5,"('scissors', 'thread')","('[scissors]-[thread]', 20)",125,8,"[('beads', 0), ('acorn', 0), ('[scissors]-[[paint]-[[glitter]-[[frame]-[[scissors]-[feather]]]]]', 125), ('[scissors]-[thread]', 20)]",135,decorations
25,6,"('frame', '[scissors]-[thread]')","('[frame]-[[scissors]-[thread]]', 45)",125,8,"[('beads', 0), ('acorn', 0), ('[scissors]-[[paint]-[[glitter]-[[frame]-[[scissors]-[feather]]]]]', 125), ('[frame]-[[scissors]-[thread]]', 45)]",135,decorations
25,7,"('[scissors]-[[paint]-[[glitter]-[[frame]-[[scissors]-[feather]]]]]', '[frame]-[[scissors]-[thread]]')","('[[scissors]-[[paint]-[[glitter]-[[frame]-[[scissors]-[feather]]]]]]-[[frame]-[[scissors]-[thread]]]', 135)",135,7,"[('beads', 0), ('acorn', 0), ('[[scissors]-[[paint]-[[glitter]-[[frame]-[[scissors]-[feather]]]]]]-[[frame]-[[scissors]-[thread]]]', 135)]",135,decorations
25,8,,,135,7,"[('beads', 0), ('acorn', 0), ('[[scissors]-[[paint]-[[glitter]-[[frame]-[[scissors]-[feather]]]]]]-[[frame]-[[scissors]-[thread]]]', 135)]",135,decorations
26,0,"('sunflower', 'glitter')","('[sunflower]-[glitter]', 30)",30,8,"[('pinecone', 0), ('thread', 0), ('leaf', 0), ('[sunflower]-[glitter]', 30)]",155,decorations
26,1,"('scissors', '[sunflower]-[glitter]')","('[scissors]-[[sunflower]-[glitter]]', 70)",70,8,"[('pinecone', 0), ('thread', 0), ('leaf', 0), ('[scissors]-[[sunflower]-[glitter]]', 70)]",155,decorations
26,2,"('paint', '[scissors]-[[sunflower]-[glitter]]')","('[paint]-[[scissors]-[[sunflower]-[glitter]]]', 100)",100,8,"[('pinecone', 0), ('thread', 0), ('leaf', 0), ('[paint]-[[scissors]-[[sunflower]-[glitter]]]', 100)]",155,decorations
26,3,"('pen', 'thread')","('[pen]-[thread]', 20)",100,8,"[('pinecone', 0), ('leaf', 0), ('[paint]-[[scissors]-[[sunflower]-[glitter]]]', 100), ('[pen]-[thread]', 20)]",155,decorations
26,4,"('scissors', '[pen]-[thread]')","('[scissors]-[[pen]-[thread]]', 40)",100,8,"[('pinecone', 0), ('leaf', 0), ('[paint]-[[scissors]-[[sunflower]-[glitter]]]', 100), ('[scissors]-[[pen]-[thread]]', 40)]",155,decorations
26,5,"('paint', 'pinecone')","('[paint]-[pinecone]', 15)",100,8,"[('leaf', 0), ('[paint]-[[scissors]-[[sunflower]-[glitter]]]', 100), ('[scissors]-[[pen]-[thread]]', 40), ('[paint]-[pinecone]', 15)]",155,decorations
26,6,"('frame', '[scissors]-[[pen]-[thread]]')","('[frame]-[[scissors]-[[pen]-[thread]]]', 65)",100,8,"[('leaf', 0), ('[paint]-[[scissors]-[[sunflower]-[glitter]]]', 100), ('[paint]-[pinecone]', 15), ('[frame]-[[scissors]-[[pen]-[thread]]]', 65)]",155,decorations
26,7,"('[paint]-[[scissors]-[[sunflower]-[glitter]]]', '[frame]-[[scissors]-[[pen]-[thread]]]')","('[[paint]-[[scissors]-[[sunflower]-[glitter]]]]-[[frame]-[[scissors]-[[pen]-[thread]]]]', 130)",130,7,"[('leaf', 0), ('[paint]-[pinecone]', 15), ('[[paint]-[[scissors]-[[sunflower]-[glitter]]]]-[[frame]-[[scissors]-[[pen]-[thread]]]]', 130)]",155,decorations
26,8,"('scissors', 'leaf')","('[scissors]-[leaf]', 20)",130,7,"[('[paint]-[pinecone]', 15), ('[[paint]-[[scissors]-[[sunflower]-[glitter]]]]-[[frame]-[[scissors]-[[pen]-[thread]]]]', 130), ('[scissors]-[leaf]', 20)]",155,decorations
26,9,"('paint', '[scissors]-[leaf]')","('[paint]-[[scissors]-[leaf]]', 35)",130,7,"[('[paint]-[pinecone]', 15), ('[[paint]-[[scissors]-[[sunflower]-[glitter]]]]-[[frame]-[[scissors]-[[pen]-[thread]]]]', 130), ('[paint]-[[scissors]-[leaf]]', 35)]",155,decorations
26,10,"('frame', '[paint]-[[scissors]-[leaf]]')","('[frame]-[[paint]-[[scissors]-[leaf]]]', 60)",130,7,"[('[paint]-[pinecone]', 15), ('[[paint]-[[scissors]-[[sunflower]-[glitter]]]]-[[frame]-[[scissors]-[[pen]-[thread]]]]', 130), ('[frame]-[[paint]-[[scissors]-[leaf]]]', 60)]",155,decorations
26,11,"('[[paint]-[[scissors]-[[sunflower]-[glitter]]]]-[[frame]-[[scissors]-[[pen]-[thread]]]]', '[frame]-[[paint]-[[scissors]-[leaf]]]')","('[[[paint]-[[scissors]-[[sunflower]-[glitter]]]]-[[frame]-[[scissors]-[[pen]-[thread]]]]]-[[frame]-[[paint]-[[scissors]-[leaf]]]]', 155)",155,6,"[('[paint]-[pinecone]', 15), ('[[[paint]-[[scissors]-[[sunflower]-[glitter]]]]-[[frame]-[[scissors]-[[pen]-[thread]]]]]-[[frame]-[[paint]-[[scissors]-[leaf]]]]', 155)]",155,decorations
26,12,,,155,6,"[('[paint]-[pinecone]', 15), ('[[[paint]-[[scissors]-[[sunflower]-[glitter]]]]-[[frame]-[[scissors]-[[pen]-[thread]]]]]-[[frame]-[[paint]-[[scissors]-[leaf]]]]', 155)]",155,decorations
27,0,"('flower', 'thread')","('[flower]-[thread]', 30)",30,8,"[('paper', 0), ('yarn', 0), ('wood', 0), ('[flower]-[thread]', 30)]",170,decorations
27,1,"('scissors', '[flower]-[thread]')","('[scissors]-[[flower]-[thread]]', 70)",70,8,"[('paper', 0), ('yarn', 0), ('wood', 0), ('[scissors]-[[flower]-[thread]]', 70)]",170,decorations
27,2,"('paint', '[scissors]-[[flower]-[thread]]')","('[paint]-[[scissors]-[[flower]-[thread]]]', 100)",100,8,"[('paper', 0), ('yarn', 0), ('wood', 0), ('[paint]-[[scissors]-[[flower]-[thread]]]', 100)]",170,decorations
27,3,"('pen', 'yarn')","('[pen]-[yarn]', 20)",100,8,"[('paper', 0), ('wood', 0), ('[paint]-[[scissors]-[[flower]-[thread]]]', 100), ('[pen]-[yarn]', 20)]",170,decorations
27,4,"('frame', '[pen]-[yarn]')","('[frame]-[[pen]-[yarn]]', 45)",100,8,"[('paper', 0), ('wood', 0), ('[paint]-[[scissors]-[[flower]-[thread]]]', 100), ('[frame]-[[pen]-[yarn]]', 45)]",170,decorations
27,5,"('paper', '[frame]-[[pen]-[yarn]]')","('[paper]-[[frame]-[[pen]-[yarn]]]', 45)",100,7,"[('wood', 0), ('[paint]-[[scissors]-[[flower]-[thread]]]', 100), ('[paper]-[[frame]-[[pen]-[yarn]]]', 45)]",170,decorations
27,6,"('scissors', '[paper]-[[frame]-[[pen]-[yarn]]]')","('[scissors]-[[paper]-[[frame]-[[pen]-[yarn]]]]', 85)",100,7,"[('wood', 0), ('[paint]-[[scissors]-[[flower]-[thread]]]', 100), ('[scissors]-[[paper]-[[frame]-[[pen]-[yarn]]]]', 85)]",170,decorations
27,7,"('paint', '[scissors]-[[paper]-[[frame]-[[pen]-[yarn]]]]')","('[paint]-[[scissors]-[[paper]-[[frame]-[[pen]-[yarn]]]]]', 115)",115,7,"[('wood', 0), ('[paint]-[[scissors]-[[flower]-[thread]]]', 100), ('[paint]-[[scissors]-[[paper]-[[frame]-[[pen]-[yarn]]]]]', 115)]",170,decorations
27,8,"('pen', '[paint]-[[scissors]-[[paper]-[[frame]-[[pen]-[yarn]]]]]')","('[pen]-[[paint]-[[scissors]-[[paper]-[[frame]-[[pen]-[yarn]]]]]]', 135)",135,7,"[('wood', 0), ('[paint]-[[scissors]-[[flower]-[thread]]]', 100), ('[pen]-[[paint]-[[scissors]-[[paper]-[[frame]-[[pen]-[yarn]]]]]]', 135)]",170,decorations
27,9,"('paint', 'wood')","('[paint]-[wood]', 15)",135,7,"[('[paint]-[[scissors]-[[flower]-[thread]]]', 100), ('[pen]-[[paint]-[[scissors]-[[paper]-[[frame]-[[pen]-[yarn]]]]]]', 135), ('[paint]-[wood]', 15)]",170,decorations
27,10,"('frame', '[paint]-[wood]')","('[frame]-[[paint]-[wood]]', 40)",135,7,"[('[paint]-[[scissors]-[[flower]-[thread]]]', 100), ('[pen]-[[paint]-[[scissors]-[[paper]-[[frame]-[[pen]-[yarn]]]]]]', 135), ('[frame]-[[paint]-[wood]]', 40)]",170,decorations
27,11,"('scissors', '[pen]-[[paint]-[[scissors]-[[paper]-[[frame]-[[pen]-[yarn]]]]]]')","('[scissors]-[[pen]-[[paint]-[[scissors]-[[paper]-[[frame]-[[pen]-[yarn]]]]]]]', 135)",135,7,"[('[paint]-[[scissors]-[[flower]-[thread]]]', 100), ('[frame]-[[paint]-[wood]]', 40), ('[scissors]-[[pen]-[[paint]-[[scissors]-[[paper]-[[frame]-[[pen]-[yarn]]]]]]]', 135)]",170,decorations
27,12,"('[frame]-[[paint]-[wood]]', '[scissors]-[[pen]-[[paint]-[[scissors]-[[paper]-[[frame]-[[pen]-[yarn]]]]]]]')","('[[frame]-[[paint]-[wood]]]-[[scissors]-[[pen]-[[paint]-[[scissors]-[[paper]-[[frame]-[[pen]-[yarn]]]]]]]]', 170)",170,6,"[('[paint]-[[scissors]-[[flower]-[thread]]]', 100), ('[[frame]-[[paint]-[wood]]]-[[scissors]-[[pen]-[[paint]-[[scissors]-[[paper]-[[frame]-[[pen]-[yarn]]]]]]]]', 170)]",170,decorations
27,13,"('frame', '[[frame]-[[paint]-[wood]]]-[[scissors]-[[pen]-[[paint]-[[scissors]-[[paper]-[[frame]-[[pen]-[yarn]]]]]]]]')","('[frame]-[[[frame]-[[paint]-[wood]]]-[[scissors]-[[pen]-[[paint]-[[scissors]-[[paper]-[[frame]-[[pen]-[yarn]]]]]]]]]', 170)",170,6,"[('[paint]-[[scissors]-[[flower]-[thread]]]', 100), ('[frame]-[[[frame]-[[paint]-[wood]]]-[[scissors]-[[pen]-[[paint]-[[scissors]-[[paper]-[[frame]-[[pen]-[yarn]]]]]]]]]', 170)]",170,decorations
